# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model	Var	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER
OGLE-LMC-HB-0350	MS	05:36:25.81	-69:29:12.2	14.713	14.645	-0.068	4.95038800	9001.2360	0.019	0.3050	40.20	118.00	1	TEO	-99.99	LMC175.8.10945	LMC516.27.38572	-99.99
OGLE-LMC-HB-0351	RG	05:36:45.63	-70:01:42.2	15.613	17.273	1.660	316.55400000	9290.9000	0.054	0.3264	55.30	162.40	1	TEO	LMC_SC16_187428	LMC176.8.58859	LMC516.10.24687	-99.99
OGLE-LMC-HB-0352	RG	05:36:51.21	-69:56:38.2	16.509	18.362	1.853	330.21000000	9328.7000	0.045	0.2210	58.80	59.00	1	-99.99	LMC_SC16_191047	LMC176.7.12965	LMC516.10.35566	-99.99
OGLE-LMC-HB-0353	RG	05:36:51.22	-69:59:36.7	16.021	17.877	1.856	663.71000000	9396.7000	0.059	0.5070	61.50	85.00	1	-99.99	LMC_SC16_187450	LMC176.7.12966	LMC516.10.24792	-99.99
OGLE-LMC-HB-0354	RG	05:37:01.25	-68:26:03.9	15.493	17.033	1.540	418.90000000	9184.3000	0.032	0.2850	73.70	38.00	1	-99.99	-99.99	LMC174.5.22105	LMC517.18.33377	EROS2-star lm022-4k-12751
OGLE-LMC-HB-0355	RG	05:37:01.32	-71:21:23.9	15.898	17.613	1.715	364.88100000	9246.8000	0.047	0.2835	88.60	100.80	1	-99.99	-99.99	LMC172.4.54168	LMC515.10.32701	OGLE-LMC-ECL-20686
OGLE-LMC-HB-0356	MS	05:37:24.92	-69:20:05.5	15.999	15.993	-0.006	9.49778000	9008.4700	0.009	0.5400	28.50	60.00	0	ECL	-99.99	LMC175.7.22196	LMC516.26.41372	OGLE-LMC-ECL-20866
OGLE-LMC-HB-0357	RG	05:37:33.14	-69:49:58.0	15.969	17.426	1.457	297.98200000	9072.6000	0.063	0.3071	67.40	157.80	1	-99.99	LMC_SC16_260647	LMC176.6.20877	LMC516.18.37071	2MASS J05373315-6949580
OGLE-LMC-HB-0358	RG	05:37:35.80	-70:07:16.0	16.018	17.504	1.486	285.61000000	9160.4000	0.031	0.1450	82.40	59.00	1	OSARG	LMC_SC16_240531	LMC176.8.28122	LMC516.09.42864	-99.99
OGLE-LMC-HB-0359	RG	05:37:43.44	-70:43:59.4	16.011	17.578	1.567	348.22000000	9020.4000	0.022	0.2120	57.10	117.70	1	-99.99	LMC_SC17_23	LMC177.8.11942	LMC515.27.7405	-99.99
OGLE-LMC-HB-0360	RG	05:37:44.49	-68:01:59.8	14.614	16.399	1.785	694.28000000	9372.0000	0.129	0.4005	58.53	36.10	0	-99.99	-99.99	LMC173.3.7	LMC554.25.15	EROS2-star lm022-2k-4629
OGLE-LMC-HB-0361	MS	05:37:51.13	-69:32:26.3	16.987	17.545	0.558	62.61630000	9006.4100	0.058	0.4130	33.39	47.70	1	-99.99	-99.99	LMC175.8.32785	LMC516.26.20393	-99.99
OGLE-LMC-HB-0362	RG	05:37:56.11	-69:36:04.5	15.092	16.696	1.604	303.25000000	9011.2100	0.114	0.2573	63.40	175.60	1	-99.99	-99.99	LMC176.5.50199	-99.99	2MASS J05375610-6936045
OGLE-LMC-HB-0363	RG	05:38:07.61	-71:44:53.2	16.203	17.716	1.513	284.51900000	9073.5000	0.045	0.3340	77.60	71.70	1	-99.99	-99.99	LMC179.7.4247	LMC515.02.32	-99.99
OGLE-LMC-HB-0364	RG	05:38:11.28	-68:10:32.3	15.527	16.914	1.387	499.38000000	9458.5000	0.049	0.4484	63.90	169.70	1	OSARG	-99.99	LMC173.2.55	LMC554.16.16216	-99.99
OGLE-LMC-HB-0365	MS	05:38:32.64	-69:03:56.0	16.610	16.660	0.050	14.77308000	9008.3450	0.056	0.6950	26.90	74.00	1	-99.99	-99.99	LMC175.4.115	LMC553.25.36601	[P93] 305
OGLE-LMC-HB-0366	RG	05:38:41.15	-67:58:06.8	13.991	15.295	1.304	657.85000000	9521.9000	0.017	0.2290	61.70	156.00	0	ECL	-99.99	LMC173.3.19	LMC554.24.23	-99.99
OGLE-LMC-HB-0367	MS	05:38:46.45	-66:22:18.6	16.910	17.218	0.308	19.73110000	9000.0500	0.100	0.2056	57.00	56.10	0	ECL	-99.99	-99.99	LMC555.32.1920	-99.99
OGLE-LMC-HB-0368	RG	05:39:14.20	-70:25:52.6	15.139	16.746	1.607	416.15000000	9024.9000	0.035	0.2620	42.20	0.60	1	OSARG	LMC_SC17_150137	-99.99	LMC516.01.6188	-99.99
OGLE-LMC-HB-0369	RG	05:39:35.30	-69:48:35.7	16.778	18.889	2.111	345.77000000	9283.7000	0.026	0.2040	65.00	47.00	0	-99.99	LMC_SC17_237495	-99.99	LMC516.17.31929	-99.99
OGLE-LMC-HB-0370	MS	05:39:36.12	-71:04:49.9	15.865	15.861	-0.004	3.90127200	9002.4220	0.018	0.3320	34.80	32.50	0	ECL	-99.99	LMC178.7.51068	LMC515.18.80	OGLE-LMC-ECL-36738
OGLE-LMC-HB-0371	RG	05:39:42.30	-69:45:28.0	13.990	15.536	1.546	616.42000000	9075.0000	0.036	0.1950	89.40	71.80	1	-99.99	-99.99	LMC176.3.31662	LMC553.07.44522	-99.99
OGLE-LMC-HB-0372	RG	05:39:48.36	-70:24:22.6	15.790	17.493	1.703	338.78400000	9093.3000	0.057	0.1763	62.00	137.80	1	-99.99	LMC_SC17_203768	LMC177.3.55	LMC552.25.7715	-99.99
OGLE-LMC-HB-0373	RG	05:39:56.66	-70:48:07.9	15.928	17.396	1.468	295.03000000	9034.2000	0.026	0.2510	58.30	25.30	1	-99.99	LMC_SC18_3066	LMC178.5.24280	LMC552.16.64	-99.99
OGLE-LMC-HB-0374	RG	05:40:03.05	-70:20:00.0	15.269	16.955	1.686	326.95500000	9180.2000	0.044	0.2423	60.80	134.50	1	-99.99	LMC_SC17_211289	LMC177.3.50440	LMC552.25.18058	EROS2-star lm003-7l-10520
OGLE-LMC-HB-0375	RG	05:40:06.32	-70:28:20.1	15.542	17.228	1.686	360.68500000	9108.8000	0.058	0.1364	62.50	61.80	1	-99.99	LMC_SC17_200422	LMC177.2.45057	LMC552.25.43	-99.99
OGLE-LMC-HB-0376	RG	05:40:13.76	-71:17:51.0	15.264	16.673	1.409	588.07000000	9102.8000	0.049	0.5880	60.20	52.40	1	-99.99	-99.99	LMC178.8.20995	LMC515.09.5999	-99.99
OGLE-LMC-HB-0377	RG	05:40:17.10	-68:24:09.6	16.013	17.405	1.392	508.81000000	9294.2000	0.058	0.4752	65.10	97.80	1	-99.99	-99.99	LMC174.4.20043	LMC554.06.18905	OGLE-LMC-ECL-22065
OGLE-LMC-HB-0378	RG	05:41:06.51	-70:52:50.0	15.825	17.219	1.394	309.21800000	9254.8000	0.062	0.4299	87.20	86.90	1	-99.99	-99.99	LMC178.3.31368	LMC552.07.56476	OGLE-LMC-ECL-22398
OGLE-LMC-HB-0379	RG	05:41:09.01	-70:57:00.9	15.524	17.179	1.655	356.28000000	9059.2000	0.025	0.3320	42.40	22.10	1	-99.99	-99.99	LMC178.3.48	LMC515.17.43858	-99.99
OGLE-LMC-HB-0380	RG	05:41:25.70	-70:32:31.3	15.733	17.398	1.665	460.60000000	9196.5000	0.037	0.3010	65.40	142.10	1	-99.99	LMC_SC18_124968	LMC177.2.22501	LMC552.15.56026	-99.99
OGLE-LMC-HB-0381	RG	05:41:39.74	-68:32:22.6	15.887	17.364	1.477	284.20000000	9198.6000	0.024	0.2770	57.10	177.40	1	-99.99	-99.99	LMC182.6.112	LMC554.06.18700	-99.99
OGLE-LMC-HB-0382	RG	05:41:41.14	-71:05:45.0	15.733	17.551	1.818	362.20700000	9159.0000	0.063	0.2925	74.00	153.20	1	-99.99	-99.99	LMC178.2.35579	LMC515.17.63	MACHO 15.9949.27
OGLE-LMC-HB-0383	RG	05:41:49.85	-68:44:39.6	16.932	18.351	1.419	184.74000000	9004.6000	0.019	0.2200	68.00	26.20	0	ECL	-99.99	LMC182.7.236	LMC553.31.34154	-99.99
OGLE-LMC-HB-0384	RG	05:41:58.12	-70:01:01.5	16.794	18.234	1.440	218.75400000	9059.5500	0.066	0.2960	67.00	160.30	1	-99.99	LMC_SC18_155452	LMC176.1.61198	LMC552.32.15098	-99.99
OGLE-LMC-HB-0385	RG	05:42:28.82	-67:30:52.5	14.618	16.215	1.597	698.60000000	9156.8000	0.094	0.4942	72.70	40.60	1	TEO	-99.99	-99.99	LMC554.30.12938	-99.99
OGLE-LMC-HB-0386	MS	05:42:33.74	-68:16:50.0	16.446	16.361	-0.085	2.78740700	9000.1130	0.030	0.1010	89.40	45.60	1	ECL	-99.99	LMC181.8.13728	LMC554.13.168	OGLE-LMC-ECL-37269
OGLE-LMC-HB-0387	RG	05:42:46.62	-67:33:38.5	16.331	17.559	1.228	164.36600000	9044.3000	0.052	0.3220	64.50	117.30	1	-99.99	-99.99	-99.99	LMC554.30.13039	-99.99
OGLE-LMC-HB-0388	RG	05:42:47.83	-68:22:00.3	15.303	16.944	1.641	429.26000000	9240.5000	0.074	0.3081	89.30	110.60	1	-99.99	-99.99	LMC181.8.13497	LMC554.13.40	OGLE-LMC-ECL-23069
OGLE-LMC-HB-0389	MS	05:43:07.13	-68:09:22.5	15.563	15.706	0.143	36.01955000	9025.2260	0.164	0.1159	14.65	24.60	0	ECL	-99.99	LMC181.7.14021	LMC554.13.13473	-99.99
OGLE-LMC-HB-0390	RG	05:43:08.95	-70:49:41.3	15.015	16.937	1.922	583.45000000	9327.9000	0.076	0.3499	64.80	116.80	1	OSARG	LMC_SC19_60977	LMC178.4.24446	LMC552.14.36166	2MASS J05430894-7049413
OGLE-LMC-HB-0391	RG	05:43:09.42	-70:05:43.9	15.182	16.884	1.702	530.58000000	9003.0000	0.105	0.3272	67.90	143.60	1	OSARG	-99.99	LMC184.8.36	LMC552.31.39707	2MASS J05430942-7005439
OGLE-LMC-HB-0392	MS	05:43:19.37	-69:09:57.9	14.797	15.075	0.278	20.83300000	9016.6120	0.151	0.1282	88.50	79.30	0	-99.99	-99.99	LMC183.6.25632	LMC553.22.22853	OGLE-LMC-ECL-23256
OGLE-LMC-HB-0393	RG	05:43:53.02	-68:49:14.3	15.318	16.970	1.652	463.24000000	9082.8000	0.067	0.3155	85.10	68.80	1	-99.99	-99.99	LMC182.8.23754	LMC553.30.22842	EROS2-star lm022-7m-8797
OGLE-LMC-HB-0394	RG	05:44:10.36	-67:48:36.6	13.736	15.124	1.388	841.20000000	9586.4000	0.019	0.3840	88.90	117.40	1	-99.99	-99.99	LMC181.4.13	LMC554.21.11015	-99.99
OGLE-LMC-HB-0395	RG	05:44:12.13	-68:48:55.5	16.175	17.851	1.676	292.04000000	9228.2000	0.035	0.2830	60.10	39.80	1	-99.99	-99.99	LMC182.8.24004	LMC553.30.7438	-99.99
OGLE-LMC-HB-0396	RG	05:44:20.59	-70:56:28.1	16.036	17.712	1.676	208.68000000	9081.5000	0.037	0.1230	46.90	5.20	1	-99.99	LMC_SC19_105537	LMC186.6.26879	-99.99	-99.99
OGLE-LMC-HB-0397	MS	05:44:20.96	-67:04:07.5	15.409	15.497	0.088	28.78530000	9007.2600	0.028	0.1900	84.40	0.50	1	ECL	-99.99	-99.99	LMC555.11.14764	OGLE-LMC-ECL-37569
OGLE-LMC-HB-0398	RG	05:44:44.66	-68:30:56.0	15.430	17.247	1.817	699.72000000	9030.0000	0.048	0.3491	53.70	76.50	1	OSARG	-99.99	LMC182.3.84	LMC554.04.14860	EROS2-star lm023-4k-24922
OGLE-LMC-HB-0399	RG	05:44:48.45	-70:10:06.6	16.131	17.678	1.547	262.94800000	9084.6000	0.032	0.1360	60.90	16.50	1	-99.99	LMC_SC19_189013	LMC185.5.58685	LMC552.30.29333	-99.99
OGLE-LMC-HB-0400	RG	05:44:58.73	-69:21:49.8	16.743	19.455	2.712	423.44000000	9346.0000	0.074	0.1864	53.00	15.70	1	OSARG	-99.99	LMC183.7.27764	LMC553.12.28519	-99.99
OGLE-LMC-HB-0401	RG	05:45:02.25	-70:47:39.6	15.666	17.425	1.759	458.07000000	9169.1000	0.046	0.3380	67.90	104.00	1	-99.99	-99.99	LMC186.5.35611	LMC552.13.35311	OGLE-LMC-ECL-23706
OGLE-LMC-HB-0402	RG	05:45:13.38	-69:30:00.2	15.739	17.331	1.592	473.69000000	9147.3000	0.073	0.4035	89.60	34.90	1	-99.99	-99.99	LMC183.1.57	LMC553.12.19741	-99.99
OGLE-LMC-HB-0403	RG	05:45:52.94	-69:11:10.3	15.213	16.968	1.755	610.82000000	9231.0000	0.047	0.3940	59.80	58.60	1	-99.99	-99.99	LMC183.3.36	LMC553.21.3672	EROS2-star lm004-0m-21495
OGLE-LMC-HB-0404	MS	05:46:01.61	-67:35:54.6	14.291	14.538	0.247	17.27240000	9004.4560	0.132	0.2955	56.21	102.80	1	-99.99	-99.99	-99.99	LMC554.28.12723	LHA 120-S 60
OGLE-LMC-HB-0405	RG	05:46:02.71	-70:40:28.1	16.039	17.689	1.650	512.28000000	9224.7000	0.049	0.4830	69.20	150.20	1	-99.99	LMC_SC20_87210	LMC185.8.33835	LMC552.13.18106	-99.99
OGLE-LMC-HB-0406	RG	05:46:04.90	-67:37:50.6	15.765	17.139	1.374	400.34000000	9154.8000	0.022	0.4100	49.50	11.20	1	-99.99	-99.99	-99.99	LMC554.28.105	-99.99
OGLE-LMC-HB-0407	RG	05:46:08.82	-70:42:43.9	15.343	17.079	1.736	609.39000000	9568.3000	0.025	0.2830	52.90	81.30	1	-99.99	LMC_SC20_83422	LMC185.8.33842	LMC552.13.8359	MACHO 12.10681.24
OGLE-LMC-HB-0408	MS	05:46:15.42	-69:26:52.3	15.240	15.894	0.654	114.02923000	9032.2070	0.443	0.6753	75.10	64.61	0	ECL/MISC	-99.99	LMC183.1.110	LMC553.12.7753	OGLE-LMC-ECL-23999
OGLE-LMC-HB-0409	RG	05:46:24.30	-69:28:39.5	16.402	18.261	1.859	316.37000000	9001.5000	0.039	0.2630	57.40	105.10	1	-99.99	-99.99	LMC183.1.292	LMC553.12.3693	-99.99
OGLE-LMC-HB-0410	MS	05:46:47.98	-70:35:05.8	16.959	17.453	0.494	34.05499000	9000.8500	0.171	0.1763	56.30	38.00	0	ECL	LMC_SC20_141835	LMC185.2.238	LMC552.12.63744	OGLE-LMC-ECL-37938
OGLE-LMC-HB-0411	RG	05:47:14.70	-71:09:41.8	15.472	17.226	1.754	413.82000000	9293.8000	0.032	0.1990	74.70	162.50	1	-99.99	LMC_SC20_160045	LMC186.7.18867	LMC551.30.18233	-99.99
OGLE-LMC-HB-0412	RG	05:47:40.88	-70:48:16.9	14.218	15.900	1.682	625.78000000	9559.6000	0.088	0.2940	55.09	169.90	0	ECL	LMC_SC20_181329	LMC186.4.3	LMC552.12.5	J054741.02-704815.4
OGLE-LMC-HB-0413	MS	05:47:50.45	-68:00:23.4	14.116	14.021	-0.095	9.17464000	9006.9400	0.045	0.2070	63.00	118.10	0	ECL	-99.99	-99.99	LMC554.19.17	OGLE-LMC-ECL-38101
OGLE-LMC-HB-0414	RG	05:48:13.95	-71:19:17.2	15.471	17.038	1.567	326.82000000	9307.0000	0.045	0.2342	64.00	8.90	1	-99.99	-99.99	LMC186.1.52	LMC551.29.26756	-99.99
OGLE-LMC-HB-0415	RG	05:49:40.74	-69:46:00.4	14.576	15.901	1.325	199.79100000	9184.9000	0.032	0.3100	58.20	106.00	1	-99.99	-99.99	LMC191.6.16	LMC553.02.10487	EROS2-star lm004-5m-1120
OGLE-LMC-HB-0416	RG	05:49:41.81	-69:56:57.7	15.256	17.006	1.750	588.13000000	9184.9000	0.060	0.4000	58.80	100.40	1	TEO	-99.99	LMC191.7.75	LMC552.28.19013	-99.99
OGLE-LMC-HB-0417	RG	05:50:51.11	-69:56:18.1	15.706	17.321	1.615	598.88000000	9410.8000	0.043	0.4480	80.80	129.00	1	-99.99	-99.99	LMC191.7.21945	LMC552.27.14869	-99.99
OGLE-LMC-HB-0418	RG	05:51:04.05	-72:15:41.5	15.681	17.220	1.539	351.99000000	9157.6000	0.050	0.2087	89.00	99.60	1	-99.99	-99.99	LMC188.2.7328	LMC551.03.46	-99.99
OGLE-LMC-HB-0419	RG	05:51:14.75	-69:14:04.3	16.093	17.498	1.405	210.85300000	9038.8300	0.068	0.2987	50.70	21.20	1	-99.99	-99.99	LMC190.6.14459	LMC553.18.123	-99.99
OGLE-LMC-HB-0420	MS	05:52:12.50	-68:10:08.0	14.658	14.489	-0.169	12.20702000	9008.3900	0.012	0.4010	36.50	91.50	1	-99.99	-99.99	-99.99	LMC561.32.7630	-99.99
OGLE-LMC-HB-0421	RG	05:52:20.44	-71:24:50.8	15.445	17.096	1.651	547.10000000	9230.8000	0.022	0.2650	89.70	32.80	1	-99.99	-99.99	LMC194.5.30	LMC551.27.11769	-99.99
OGLE-LMC-HB-0422	RG	05:52:32.38	-69:25:54.1	14.718	16.163	1.445	386.72000000	9075.2000	0.053	0.2399	58.60	9.70	0	-99.99	-99.99	LMC190.1.21	LMC553.08.20563	-99.99
OGLE-LMC-HB-0423	RG	05:53:02.09	-68:08:56.2	15.645	17.375	1.730	419.60000000	9045.1000	0.019	0.2640	64.00	93.00	1	-99.99	-99.99	-99.99	LMC561.32.7658	EROS2-star lm024-2k-17748
OGLE-LMC-HB-0424	RG	05:53:13.57	-70:52:24.3	15.559	17.152	1.593	444.55000000	9343.0000	0.052	0.3180	88.60	97.30	1	-99.99	-99.99	LMC193.5.15399	LMC552.01.11631	-99.99
OGLE-LMC-HB-0425	RG	05:53:39.01	-68:16:54.8	15.615	16.904	1.289	246.94900000	9075.8000	0.066	0.3100	89.40	127.70	1	OSARG	-99.99	-99.99	LMC561.31.101	OGLE-LMC-ECL-38869
OGLE-LMC-HB-0426	RG	05:53:57.03	-68:19:58.0	15.339	16.933	1.594	471.14000000	9059.4000	0.034	0.3410	53.70	67.00	1	-99.99	-99.99	-99.99	LMC561.31.34	-99.99
OGLE-LMC-HB-0427	RG	05:53:59.83	-64:17:11.4	16.296	17.602	1.306	186.79000000	9184.1000	0.030	0.1840	87.00	99.60	1	-99.99	-99.99	-99.99	LMC600.02.71	OGLE-LMC-ECL-38909
OGLE-LMC-HB-0428	RG	05:56:35.10	-70:12:23.5	15.805	17.247	1.442	402.39000000	9133.7000	0.022	0.1410	53.80	168.30	1	-99.99	-99.99	LMC192.4.10576	LMC560.14.24	-99.99
OGLE-LMC-HB-0429	RG	06:02:46.88	-68:53:48.8	15.433	17.028	1.595	281.05000000	9029.9000	0.022	0.3060	19.70	139.00	0	-99.99	-99.99	LMC204.8.6198	LMC561.09.28	-99.99
OGLE-LMC-HB-0430	RG	06:02:48.71	-70:20:21.4	15.784	17.307	1.523	282.94300000	9274.5000	0.043	0.2543	44.00	126.00	1	-99.99	-99.99	LMC199.3.3605	LMC560.02.5674	-99.99
OGLE-LMC-HB-0431	RG	06:03:03.30	-70:01:20.7	15.563	17.156	1.593	300.54500000	9190.6000	0.076	0.2898	51.18	53.40	1	-99.99	-99.99	LMC206.8.26	LMC560.10.5035	OGLE-LMC-ECL-25690
OGLE-LMC-HB-0432	RG	06:03:09.03	-72:29:38.6	15.560	17.135	1.575	538.93000000	9230.8000	0.035	0.4420	60.90	3.30	1	-99.99	-99.99	LMC202.8.4655	LMC558.13.4102	-99.99
OGLE-LMC-HB-0433	RG	06:04:20.32	-69:15:21.8	15.337	16.827	1.490	375.70000000	9028.6000	0.038	0.1680	58.60	119.10	0	ECL	-99.99	-99.99	LMC568.25.32	-99.99
OGLE-LMC-HB-0434	RG	06:08:59.79	-72:57:29.8	16.170	17.556	1.386	232.20100000	9108.5000	0.032	0.2940	34.80	36.00	1	-99.99	-99.99	LMC211.8.66	LMC558.02.52	-99.99
OGLE-LMC-HB-0435	RG	06:09:00.86	-72:21:01.8	15.157	16.783	1.626	601.18000000	9245.8000	0.023	0.4830	72.00	100.00	1	ECL	-99.99	LMC210.7.43	LMC558.19.17	-99.99
OGLE-LMC-HB-0436	RG	06:10:27.77	-71:03:21.9	15.950	17.361	1.411	264.81000000	9085.2000	0.029	0.2030	69.20	154.40	1	-99.99	-99.99	LMC208.2.5434	LMC567.06.82	-99.99
OGLE-LMC-HB-0437	RG	06:15:35.36	-69:07:59.6	15.885	17.324	1.439	346.87000000	9094.7000	0.032	0.3310	89.30	37.90	1	-99.99	-99.99	-99.99	LMC568.18.5858	OGLE-LMC-ECL-40052
OGLE-LMC-HB-0438	RG	06:15:41.86	-69:29:24.2	15.094	16.751	1.657	545.46000000	9200.3000	0.037	0.2640	88.00	161.00	1	-99.99	-99.99	-99.99	LMC568.09.44	-99.99
OGLE-LMC-HB-0439	RG	06:20:21.34	-70:29:44.6	14.885	16.551	1.666	433.61000000	9023.5000	0.047	0.2050	60.30	122.80	1	-99.99	-99.99	-99.99	LMC567.17.17	-99.99
